time_step,pf_ac_1,pt_ac_1,qf_ac_1,qt_ac_1,pf_ac_2,pt_ac_2,qf_ac_2,qt_ac_2,pf_ac_3,pt_ac_3,qf_ac_3,qt_ac_3,pf_dc_1,pt_dc_1,pf_dc_2,pt_dc_2,pf_dc_3,pt_dc_3,pf_dc_4,pt_dc_4,pf_dc_5,pt_dc_5,pf_dc_6,pt_dc_6,pf_dc_7,pt_dc_7,pf_dc_8,pt_dc_8,pf_dc_9,pt_dc_9,pf_dc_10,pt_dc_10,pf_dc_11,pt_dc_11,pf_dc_12,pt_dc_12,vm_bus_1,va_bus_1,vm_bus_2,va_bus_2,vm_bus_3,va_bus_3,vm_bus_4,va_bus_4,vm_bus_5,va_bus_5,vm_bus_6,va_bus_6
1,26.960319701902264,-24.959843113192026,1.4632731467215316,10.29588727421565,26.888496973903408,-24.565362649981495,2.451272630152743,11.204559864702404,-54.64351156285116,57.96970673224088,19.444328490414733,1.8743356685190362,1.2116966678826055,-1.2108857148608965,91.79177939330691,-91.6080734913613,-75.52075685960804,75.84562410298139,39.39004800381205,-39.33754287048419,67.58436253513828,-67.31123788875952,-3.9000052993397794,3.9004203847247294,70.79134153617498,-70.59936243995531,-4.979263895350151,5.0,23.887236473301165,-23.552393758063136,-6.896337112852563,6.91410407745605,-29.823952581748784,30.0,-29.039386685971127,29.325358590051323,1.1,0.0,1.1,0.0,1.1,-1.2420230818661125e-16,1.1,-0.4454595976630584,1.1,-0.5188414329627994,1.1,0.3741939880826678
