time_step,pf_ac_1,pt_ac_1,qf_ac_1,qt_ac_1,pf_ac_2,pt_ac_2,qf_ac_2,qt_ac_2,pf_ac_3,pt_ac_3,qf_ac_3,qt_ac_3,pf_dc_1,pt_dc_1,pf_dc_2,pt_dc_2,pf_dc_3,pt_dc_3,pf_dc_4,pt_dc_4,pf_dc_5,pt_dc_5,pf_dc_6,pt_dc_6,pf_dc_7,pt_dc_7,pf_dc_8,pt_dc_8,pf_dc_9,pt_dc_9,pf_dc_10,pt_dc_10,pf_dc_11,pt_dc_11,pf_dc_12,pt_dc_12,vm_bus_1,va_bus_1,vm_bus_2,va_bus_2,vm_bus_3,va_bus_3,vm_bus_4,va_bus_4,vm_bus_5,va_bus_5,vm_bus_6,va_bus_6
1,26.960319703438554,-24.95984311500504,1.4632730974720574,10.295887321778219,26.888496972426665,-24.565362648685188,2.4512726432926337,11.20455985047494,-54.64351156343713,57.969706732448024,19.44432848399441,1.8743356725084959,-0.019799853362071313,0.019800070125612152,91.07356629989827,-90.89253456941434,-76.16767289938277,76.49804932226286,59.081396855360204,-58.96331213238252,60.763769143738,-60.54305949548031,-18.782906274023347,18.792531171297107,42.68474027895134,-42.61487174831164,-4.979287233951112,5.0,26.589662710545444,-26.174771061386508,-7.6216279616365865,7.6433403603066274,-29.82395258554799,30.0,-29.165939066828642,29.454433917067206,1.1,0.0,1.1,0.0,1.1,-1.2420251247228314e-16,1.1,-0.44545959744146346,1.1,-0.518841432992914,1.1,0.374193988043624
