time_step,pf_ac_1,pt_ac_1,qf_ac_1,qt_ac_1,pf_ac_2,pt_ac_2,qf_ac_2,qt_ac_2,pf_ac_3,pt_ac_3,qf_ac_3,qt_ac_3,pf_dc_1,pt_dc_1,pf_dc_2,pt_dc_2,pf_dc_3,pt_dc_3,pf_dc_4,pt_dc_4,pf_dc_5,pt_dc_5,pf_dc_6,pt_dc_6,pf_dc_7,pt_dc_7,pf_dc_8,pt_dc_8,pf_dc_9,pt_dc_9,pf_dc_10,pt_dc_10,pf_dc_11,pt_dc_11,pf_dc_12,pt_dc_12,vm_bus_1,va_bus_1,vm_bus_2,va_bus_2,vm_bus_3,va_bus_3,vm_bus_4,va_bus_4,vm_bus_5,va_bus_5,vm_bus_6,va_bus_6
1,5.711422444424342,-5.620575051111102,-0.6968837027187926,1.2309058261279855,2.518277989791816,-2.4980685630314428,2.0992588397403227e-6,0.11879361515694238,22.701350269660086,-22.188377460296493,-1.8579367177467283,5.145787766004198,5.343588375423962,-5.327816844122405,92.95606621474515,-92.76767050649522,-79.63691373374054,80.0,-27.283646743071447,27.308952508929202,-8.700546496819495,8.705093732009296,35.779685122420986,-35.744588445885874,10.558348239323074,-10.554077454257003,1.8050026383619509,-1.8022901468280352,29.57058366569276,-29.422238461605232,30.0,-29.6655096996658,18.59297990624621,-18.5253582524996,-41.32271851667517,41.488192765254325,1.1,0.0,1.1,0.0,1.1,-1.5293184009052222e-22,1.1,-0.0941806308823038,1.0924054941740213,-0.04751922104226026,1.1,-0.1462245751313574
2,9.993151801058898,-9.717060186235047,-0.8650768741436746,2.4880076487817213,5.874780781767752,-5.764516510587126,-0.2964985613475566,0.9446576123069462,30.470098922560137,-29.549144080084645,-1.7307346818181255,7.633508257648397,3.915522175690423,-3.90705405097888,100.0,-99.78197132583924,-79.6374875501683,80.0,0.5193727122778052,-0.5193635567003624,6.532675488558665,-6.5301160209375,42.50196889949229,-42.45252369466969,9.763896717135392,-9.76024332926676,0.926881787949944,-0.9261663553285878,44.269437863764544,-43.9369607697934,30.0,-29.665509705378035,25.191109443002592,-25.066977837009635,-56.69010962388877,57.002479304171125,1.1,0.0,1.1,0.0,1.1,-5.640352279647803e-17,1.1,-0.16430852246077174,1.092360612734641,-0.11200387337721067,1.1,-0.19606552132917757
